business_date,store_id,category_name,revenue_inr
2024-10-02,S05,Bakery,806.5699999999999
2024-10-02,S05,Beverages,2720.26
2024-10-02,S05,Bill-level adjustments,-605.69
2024-10-02,S05,Biscuits & Snacks,1059.64
2024-10-02,S05,Confectionery,1688.78
2024-10-02,S05,Dairy,4372.88
2024-10-02,S05,Edible Oils,12361.380000000001
2024-10-02,S05,Frozen & Ready to Eat,3763.3700000000003
2024-10-02,S05,Fruits & Vegetables,4345.8
2024-10-02,S05,Home Care,6288.23
2024-10-02,S05,Personal Care,2423.92
2024-10-02,S05,Spices & Masala,3220.5299999999997
2024-10-02,S05,Staples & Grains,14703.150000000001
2024-10-02,S05,Stationery & General,5508.23
2024-10-02,S06,Baby Care,21692.690000000002
2024-10-02,S06,Bakery,3255.5299999999997
2024-10-02,S06,Beverages,3548.000000000001
2024-10-02,S06,Bill-level adjustments,-690.3
2024-10-02,S06,Biscuits & Snacks,1609.05
2024-10-02,S06,Confectionery,8033.999999999999
2024-10-02,S06,Dairy,12454.189999999999
2024-10-02,S06,Edible Oils,17994.78
2024-10-02,S06,Frozen & Ready to Eat,10729.260000000002
2024-10-02,S06,Fruits & Vegetables,5901.900000000001
2024-10-02,S06,Home Care,6197.32
2024-10-02,S06,Personal Care,11035.579999999998
2024-10-02,S06,Spices & Masala,5690.83
2024-10-02,S06,Staples & Grains,35141.159999999996
2024-10-02,S06,Stationery & General,7523.860000000001
2024-10-02,S07,Baby Care,9655.18
2024-10-02,S07,Bakery,1049.1
2024-10-02,S07,Beverages,3369.94
2024-10-02,S07,Bill-level adjustments,-1211.0700000000002
2024-10-02,S07,Biscuits & Snacks,1527.2200000000003
2024-10-02,S07,Confectionery,2912.6400000000003
2024-10-02,S07,Dairy,10311.599999999999
2024-10-02,S07,Edible Oils,19520.72
2024-10-02,S07,Frozen & Ready to Eat,2151.69
2024-10-02,S07,Fruits & Vegetables,-0.8000000000000114
2024-10-02,S07,Home Care,5116.91
2024-10-02,S07,Personal Care,5812.33
2024-10-02,S07,Spices & Masala,1932.8799999999999
2024-10-02,S07,Staples & Grains,4.960000000000264
2024-10-02,S07,Stationery & General,2806.9
2024-10-02,S08,Baby Care,22485.29
2024-10-02,S08,Bakery,2888.8
2024-10-02,S08,Beverages,9648.82
2024-10-02,S08,Bill-level adjustments,-1044.39
2024-10-02,S08,Biscuits & Snacks,1987.23
2024-10-02,S08,Confectionery,3063.28
2024-10-02,S08,Dairy,6326.349999999999
2024-10-02,S08,Edible Oils,18482.78
2024-10-02,S08,Frozen & Ready to Eat,8415.98
2024-10-02,S08,Fruits & Vegetables,2101.67
2024-10-02,S08,Home Care,3280.1500000000005
2024-10-02,S08,Personal Care,9647.950000000003
2024-10-02,S08,Spices & Masala,7326.77
2024-10-02,S08,Staples & Grains,19689.09
2024-10-02,S08,Stationery & General,1266.82
2024-10-02,S09,Baby Care,11014.87
2024-10-02,S09,Bakery,1380.13
2024-10-02,S09,Beverages,1112.5900000000001
2024-10-02,S09,Bill-level adjustments,-818.98
2024-10-02,S09,Biscuits & Snacks,1138.71
2024-10-02,S09,Confectionery,2844.9
2024-10-02,S09,Dairy,5715.349999999999
2024-10-02,S09,Edible Oils,16160.159999999998
2024-10-02,S09,Frozen & Ready to Eat,1624.93
2024-10-02,S09,Fruits & Vegetables,3703.83
2024-10-02,S09,Home Care,8784.270000000002
2024-10-02,S09,Personal Care,9398.59
2024-10-02,S09,Spices & Masala,1050.54
2024-10-02,S09,Staples & Grains,6369.12
2024-10-02,S09,Stationery & General,3207.6099999999997
2024-10-02,S10,Baby Care,22053.309999999998
2024-10-02,S10,Bakery,4477.200000000001
2024-10-02,S10,Beverages,4882.030000000001
2024-10-02,S10,Bill-level adjustments,-1511.53
2024-10-02,S10,Biscuits & Snacks,2060.04
2024-10-02,S10,Confectionery,2978.1800000000003
2024-10-02,S10,Dairy,7878.440000000001
2024-10-02,S10,Edible Oils,20397.71
2024-10-02,S10,Frozen & Ready to Eat,8249.62
2024-10-02,S10,Fruits & Vegetables,4741.459999999999
2024-10-02,S10,Home Care,6199.63
2024-10-02,S10,Personal Care,14137.470000000001
2024-10-02,S10,Spices & Masala,2657.84
2024-10-02,S10,Staples & Grains,23138.299999999996
2024-10-02,S10,Stationery & General,6865.11
2024-10-02,S11,Baby Care,19125.420000000002
2024-10-02,S11,Bakery,3802.05
2024-10-02,S11,Beverages,6356.2300000000005
2024-10-02,S11,Bill-level adjustments,-1572.38
2024-10-02,S11,Biscuits & Snacks,1378.56
2024-10-02,S11,Confectionery,4391.89
2024-10-02,S11,Dairy,7204.070000000001
2024-10-02,S11,Edible Oils,17570.149999999998
2024-10-02,S11,Frozen & Ready to Eat,5667.9400000000005
2024-10-02,S11,Fruits & Vegetables,3546.1499999999996
2024-10-02,S11,Home Care,6997.51
2024-10-02,S11,Personal Care,3698.5299999999997
2024-10-02,S11,Spices & Masala,2460.6000000000004
2024-10-02,S11,Staples & Grains,15354.589999999998
2024-10-02,S11,Stationery & General,3548.61
2024-10-02,S12,Baby Care,27196.68
2024-10-02,S12,Bakery,2008.45
2024-10-02,S12,Beverages,2224.33
2024-10-02,S12,Bill-level adjustments,-401.59
2024-10-02,S12,Biscuits & Snacks,1203.4399999999998
2024-10-02,S12,Confectionery,3496.42
2024-10-02,S12,Dairy,2984.37
2024-10-02,S12,Edible Oils,23955.059999999998
2024-10-02,S12,Frozen & Ready to Eat,7626.009999999998
2024-10-02,S12,Fruits & Vegetables,1844.95
2024-10-02,S12,Home Care,2112.3
2024-10-02,S12,Personal Care,6750.33
2024-10-02,S12,Spices & Masala,1602.71
2024-10-02,S12,Staples & Grains,16584.050000000003
2024-10-02,S12,Stationery & General,3514.58
2024-10-03,S01,Baby Care,27547.13
2024-10-03,S01,Bakery,4552.85
2024-10-03,S01,Beverages,11931.58
2024-10-03,S01,Bill-level adjustments,-1444.4099999999999
2024-10-03,S01,Biscuits & Snacks,2075.8700000000003
2024-10-03,S01,Confectionery,5635.780000000001
2024-10-03,S01,Dairy,5349.64
2024-10-03,S01,Edible Oils,17280.710000000003
2024-10-03,S01,Frozen & Ready to Eat,8851.0
2024-10-03,S01,Fruits & Vegetables,5129.789999999999
2024-10-03,S01,Home Care,9313.59
2024-10-03,S01,Personal Care,14165.779999999999
2024-10-03,S01,Spices & Masala,6671.83
2024-10-03,S01,Staples & Grains,22815.0
2024-10-03,S01,Stationery & General,4974.4800000000005
2024-10-03,S02,Baby Care,24395.63
2024-10-03,S02,Bakery,1664.5900000000001
2024-10-03,S02,Beverages,4772.53
2024-10-03,S02,Bill-level adjustments,-1727.2599999999998
2024-10-03,S02,Biscuits & Snacks,979.27
2024-10-03,S02,Confectionery,3235.73
2024-10-03,S02,Dairy,14005.919999999998
2024-10-03,S02,Edible Oils,31977.320000000003
2024-10-03,S02,Frozen & Ready to Eat,11101.789999999999
2024-10-03,S02,Fruits & Vegetables,3414.06
2024-10-03,S02,Home Care,7925.7699999999995
2024-10-03,S02,Personal Care,10343.98
2024-10-03,S02,Spices & Masala,1395.69
2024-10-03,S02,Staples & Grains,39996.35999999999
2024-10-03,S02,Stationery & General,4212.55
2024-10-03,S03,Baby Care,40054.04
2024-10-03,S03,Bakery,4035.919999999999
2024-10-03,S03,Beverages,6286.91
2024-10-03,S03,Bill-level adjustments,-1100.5
2024-10-03,S03,Biscuits & Snacks,3592.1099999999997
2024-10-03,S03,Confectionery,8402.9
2024-10-03,S03,Dairy,11790.12
2024-10-03,S03,Edible Oils,26725.219999999998
2024-10-03,S03,Frozen & Ready to Eat,13467.35
2024-10-03,S03,Fruits & Vegetables,5093.500000000001
2024-10-03,S03,Home Care,8143.700000000001
2024-10-03,S03,Personal Care,12282.2
2024-10-03,S03,Spices & Masala,5044.759999999999
2024-10-03,S03,Staples & Grains,24570.179999999997
2024-10-03,S03,Stationery & General,9178.800000000001
2024-10-03,S04,Baby Care,8470.300000000003
2024-10-03,S04,Bakery,1617.0900000000001
2024-10-03,S04,Beverages,5024.990000000001
2024-10-03,S04,Bill-level adjustments,-1482.99
2024-10-03,S04,Biscuits & Snacks,2019.2499999999998
2024-10-03,S04,Confectionery,1096.35
2024-10-03,S04,Dairy,6141.570000000001
2024-10-03,S04,Edible Oils,19510.96
2024-10-03,S04,Frozen & Ready to Eat,2728.93
2024-10-03,S04,Fruits & Vegetables,3879.2
2024-10-03,S04,Home Care,2553.8700000000003
2024-10-03,S04,Personal Care,7627.18
2024-10-03,S04,Spices & Masala,2513.360000000001
2024-10-03,S04,Staples & Grains,28818.82
2024-10-03,S04,Stationery & General,7653.32
2024-10-03,S05,Baby Care,17793.75
2024-10-03,S05,Bakery,3876.1099999999997
2024-10-03,S05,Beverages,2538.18
2024-10-03,S05,Bill-level adjustments,-1279.4599999999998
2024-10-03,S05,Biscuits & Snacks,1571.9
2024-10-03,S05,Confectionery,3589.65
2024-10-03,S05,Dairy,6784.58
2024-10-03,S05,Edible Oils,22914.520000000004
2024-10-03,S05,Frozen & Ready to Eat,5137.93
2024-10-03,S05,Fruits & Vegetables,1286.3500000000001
2024-10-03,S05,Home Care,4560.01
2024-10-03,S05,Personal Care,12470.58
2024-10-03,S05,Spices & Masala,8004.2
2024-10-03,S05,Staples & Grains,24129.65
2024-10-03,S05,Stationery & General,7496.0599999999995
2024-10-03,S06,Baby Care,23698.469999999998
2024-10-03,S06,Bakery,2145.16
2024-10-03,S06,Beverages,7157.909999999999
2024-10-03,S06,Bill-level adjustments,-1123.99
2024-10-03,S06,Biscuits & Snacks,2350.0000000000005
2024-10-03,S06,Confectionery,3516.12
2024-10-03,S06,Dairy,9092.960000000001
2024-10-03,S06,Edible Oils,29460.85
2024-10-03,S06,Frozen & Ready to Eat,9764.07
2024-10-03,S06,Fruits & Vegetables,3577.01
2024-10-03,S06,Home Care,6792.459999999999
2024-10-03,S06,Personal Care,7636.74
2024-10-03,S06,Spices & Masala,4822.89
2024-10-03,S06,Staples & Grains,5321.57
2024-10-03,S06,Stationery & General,7098.8200000000015
2024-10-03,S07,Baby Care,20747.72
2024-10-03,S07,Bakery,992.52
2024-10-03,S07,Beverages,6364.33
2024-10-03,S07,Bill-level adjustments,-1066.03
2024-10-03,S07,Biscuits & Snacks,1631.19
2024-10-03,S07,Confectionery,2404.96
2024-10-03,S07,Dairy,7477.759999999999
2024-10-03,S07,Edible Oils,22635.2
2024-10-03,S07,Frozen & Ready to Eat,5447.099999999999
2024-10-03,S07,Fruits & Vegetables,3966.859999999999
2024-10-03,S07,Home Care,3698.21
2024-10-03,S07,Personal Care,11265.77
2024-10-03,S07,Spices & Masala,3457.1600000000003
2024-10-03,S07,Staples & Grains,17581.44
2024-10-03,S07,Stationery & General,5282.109999999999
2024-10-03,S08,Baby Care,17000.67
2024-10-03,S08,Bakery,3201.9
2024-10-03,S08,Beverages,2582.1099999999997
2024-10-03,S08,Bill-level adjustments,-212.7
2024-10-03,S08,Biscuits & Snacks,2276.03
2024-10-03,S08,Confectionery,1462.94
2024-10-03,S08,Dairy,6213.329999999999
2024-10-03,S08,Edible Oils,9824.31
2024-10-03,S08,Frozen & Ready to Eat,8698.07
2024-10-03,S08,Fruits & Vegetables,1664.86
2024-10-03,S08,Home Care,1948.99
2024-10-03,S08,Personal Care,3688.8900000000003
2024-10-03,S08,Spices & Masala,1811.65
2024-10-03,S08,Staples & Grains,25781.200000000004
2024-10-03,S08,Stationery & General,4376.120000000001
2024-10-03,S09,Baby Care,5866.170000000001
2024-10-03,S09,Bakery,1944.6599999999999
2024-10-03,S09,Beverages,3169.77
2024-10-03,S09,Bill-level adjustments,-659.96
2024-10-03,S09,Biscuits & Snacks,1186.01
2024-10-03,S09,Confectionery,3295.05
2024-10-03,S09,Dairy,2539.68
2024-10-03,S09,Edible Oils,-3005.290000000001
2024-10-03,S09,Frozen & Ready to Eat,1413.21
2024-10-03,S09,Fruits & Vegetables,1072.9899999999998
2024-10-03,S09,Home Care,5332.959999999999
2024-10-03,S09,Personal Care,2683.77
2024-10-03,S09,Spices & Masala,3035.69
2024-10-03,S09,Staples & Grains,5892.15
2024-10-03,S09,Stationery & General,1987.8000000000002
2024-10-03,S10,Baby Care,34106.92
2024-10-03,S10,Bakery,6402.580000000001
2024-10-03,S10,Beverages,5701.17
2024-10-03,S10,Bill-level adjustments,-2498.21
2024-10-03,S10,Biscuits & Snacks,2218.55
2024-10-03,S10,Confectionery,9029.91
2024-10-03,S10,Dairy,10888.67
2024-10-03,S10,Edible Oils,24637.840000000004
2024-10-03,S10,Frozen & Ready to Eat,15532.640000000001
2024-10-03,S10,Fruits & Vegetables,2308.88
2024-10-03,S10,Home Care,5646.9
2024-10-03,S10,Personal Care,13133.999999999998
2024-10-03,S10,Spices & Masala,4192.22
2024-10-03,S10,Staples & Grains,22473.220000000005
2024-10-03,S10,Stationery & General,9417.339999999998
2024-10-03,S11,Baby Care,8950.64
2024-10-03,S11,Bakery,1037.8799999999999
2024-10-03,S11,Beverages,6375.51
2024-10-03,S11,Bill-level adjustments,-668.14
2024-10-03,S11,Biscuits & Snacks,715.51
2024-10-03,S11,Confectionery,2221.87
2024-10-03,S11,Dairy,2692.79
2024-10-03,S11,Edible Oils,10743.960000000001
2024-10-03,S11,Frozen & Ready to Eat,10480.959999999997
2024-10-03,S11,Fruits & Vegetables,3615.61
2024-10-03,S11,Home Care,4265.29
2024-10-03,S11,Personal Care,2628.7200000000003
2024-10-03,S11,Spices & Masala,5623.42
2024-10-03,S11,Staples & Grains,15280.570000000002
2024-10-03,S11,Stationery & General,8088.62
2024-10-03,S12,Baby Care,29517.559999999998
2024-10-03,S12,Bakery,6002.7199999999975
2024-10-03,S12,Beverages,12710.660000000002
2024-10-03,S12,Bill-level adjustments,-1807.85
2024-10-03,S12,Biscuits & Snacks,1927.3600000000001
2024-10-03,S12,Confectionery,3429.6600000000008
2024-10-03,S12,Dairy,10129.859999999997
2024-10-03,S12,Edible Oils,27383.760000000002
2024-10-03,S12,Frozen & Ready to Eat,8270.009999999998
2024-10-03,S12,Fruits & Vegetables,3309.2200000000003
2024-10-03,S12,Home Care,3422.22
2024-10-03,S12,Personal Care,7366.450000000001
2024-10-03,S12,Spices & Masala,3147.1499999999996
2024-10-03,S12,Staples & Grains,26695.85
2024-10-03,S12,Stationery & General,8300.39
2024-10-04,S01,Baby Care,46897.18000000001
2024-10-04,S01,Bakery,3911.2700000000004
2024-10-04,S01,Beverages,16616.44
2024-10-04,S01,Bill-level adjustments,-2657.86
2024-10-04,S01,Biscuits & Snacks,2029.54
2024-10-04,S01,Confectionery,10053.47
2024-10-04,S01,Dairy,14264.76
2024-10-04,S01,Edible Oils,35738.63
2024-10-04,S01,Frozen & Ready to Eat,10287.769999999999
2024-10-04,S01,Fruits & Vegetables,6340.280000000001
2024-10-04,S01,Home Care,9986.210000000001
2024-10-04,S01,Personal Care,15113.640000000001
2024-10-04,S01,Spices & Masala,7505.76
2024-10-04,S01,Staples & Grains,63736.42000000002
2024-10-04,S01,Stationery & General,9525.83
2024-10-04,S02,Baby Care,34863.26000000001
2024-10-04,S02,Bakery,3426.79
2024-10-04,S02,Beverages,6786.8
2024-10-04,S02,Bill-level adjustments,-1730.23
2024-10-04,S02,Biscuits & Snacks,2690.92
2024-10-04,S02,Confectionery,2777.7999999999997
2024-10-04,S02,Dairy,22984.75
2024-10-04,S02,Edible Oils,23103.109999999997
2024-10-04,S02,Frozen & Ready to Eat,3771.1800000000003
2024-10-04,S02,Fruits & Vegetables,3686.0499999999997
2024-10-04,S02,Home Care,9513.509999999998
2024-10-04,S02,Personal Care,12058.380000000001
2024-10-04,S02,Spices & Masala,10669.299999999997
2024-10-04,S02,Staples & Grains,34291.87
2024-10-04,S02,Stationery & General,5037.56
2024-10-04,S03,Baby Care,22356.86
2024-10-04,S03,Bakery,6194.45
2024-10-04,S03,Beverages,9029.91
2024-10-04,S03,Bill-level adjustments,-637.3900000000001
2024-10-04,S03,Biscuits & Snacks,1868.6500000000003
2024-10-04,S03,Confectionery,7447.909999999999
2024-10-04,S03,Dairy,14245.410000000002
2024-10-04,S03,Edible Oils,45772.369999999995
2024-10-04,S03,Frozen & Ready to Eat,14953.089999999998
2024-10-04,S03,Fruits & Vegetables,5570.370000000001
2024-10-04,S03,Home Care,8180.64
2024-10-04,S03,Personal Care,18956.690000000002
